system:time_start,NDVI
"Jan 1, 2018",438.562
"Jan 17, 2018",399.138
"Feb 2, 2018",589.553
"Feb 18, 2018",522.005
"Mar 6, 2018",280.062
"Mar 22, 2018",292.714
"Apr 7, 2018",469.182
"Apr 23, 2018",66.636
"May 9, 2018",123.647
"May 25, 2018",111.882
"Jun 10, 2018",88.396
"Jun 26, 2018",72.722
"Jul 12, 2018",56.186
"Jul 28, 2018",55.009
